Source_Type	Validated	Source	Family_F	Genus_F	Species_F	Class_H	Order_H	Family_H	Subfamily_H	Tribe_H	Subtribe_H	Genus_H	Species_H	Location	Life_Stage_H	Reported_F	Reported_H	Level_Reported_H	Level_H
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Akanthomyces	Akanthomyces tuberculatus	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Trinidad and Tobago	NA	Cordyceps sphingum	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps bicephala/curculionum/nutans	Insecta	Hymenoptera	Formicidae	Paraponerinae	NA	NA	Paraponera	Paraponera clavata	Guyana	NA	Cordyceps bicephala	Paraponera clavata	Species	Species
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps bicephala/curculionum/nutans	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Odontomachus genus group	Paltothyreus	Paltothyreus tarsatus	Uganda	NA	Cordyceps bicephala	Paltothyreus tarsatus	Species	Species
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps bicephala/curculionum/nutans	Insecta	Hymenoptera	Formicidae	NA	NA	NA	NA	NA	Liberia	NA	Cordyceps bicephala	Formicidae	Family	Family
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cf. entomorrhiza	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cordyceps cf. entomorrhiza	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Coleoptera	Staphylinidae	NA	NA	NA	Rhopalocera	NA	Malaysia	NA	Cordyceps tuberculata	Rhopalocera	Genus	Genus
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	Crambidae	NA	NA	NA	Maruca	Maruca vitrata	NA	NA	Cordyceps tuberculata	Maruca testulalis	Species	Species
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	Noctuidae	NA	NA	NA	NA	NA	NA	NA	Cordyceps tuberculata	Noctuidae	Family	Family
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	Pyralidae	NA	NA	NA	NA	NA	"West Africa"	NA	Cordyceps tuberculata	Pyralidae	Family	Family
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	Saturniidae	NA	NA	NA	NA	NA	Tanzania	NA	Cordyceps tuberculata	Saturniidae	Family	Family
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Fiji	NA	Cordyceps tuberculata	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Guyana	NA	Cordyceps tuberculata	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	South Africa	NA	Cordyceps tuberculata	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps cristata/Akanthomyces tuberculatus	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Trinidad and Tobago	NA	Cordyceps tuberculata	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps henleyae	NA	NA	NA	NA	NA	NA	NA	NA	Australia	NA	Cordyceps henleyae	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps militaris	Insecta	Lepidoptera	Lasiocampidae	NA	NA	NA	Eriogaster	Eriogaster lanestris	NA	Pupa	Cordyceps militaris	Eriogaster lanestris	Species	Species
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps militaris	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	UK	Larva	Cordyceps militaris	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps militaris	NA	NA	NA	NA	NA	NA	NA	NA	Belgium	NA	Cordyceps militaris	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps militaris	NA	NA	NA	NA	NA	NA	NA	NA	India	NA	Cordyceps militaris	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae	Cordyceps	Cordyceps pistillariiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cordyceps pistillariiformis	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	Insecta	Coleoptera	Chrysomelidae	NA	NA	NA	Neobrotica	NA	Trinidad and Tobago	NA	Cordyceps sp.	Neobrotica	Genus	Genus
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	Insecta	Diptera	NA	NA	NA	NA	NA	NA	NA	NA	Cordyceps sp.	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	Insecta	Hemiptera	Cicadidae	NA	NA	NA	Chelapsalta	Chelapsalta puer	Australia	NA	Cordyceps sp.	Chelapsalta puer	Species	Species
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	Insecta	Hemiptera	Cimbicidae	NA	NA	NA	Cosmopsaltria	Cosmopsaltria capitata	Papua New Guinea	NA	Cordyceps sp.	Cosmopsaltria capitata	Species	Species
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	Insecta	Hemiptera	NA	NA	NA	NA	NA	NA	NA	NA	Cordyceps sp.	Cicadoidea	Superfamily	Order
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	Insecta	Lepidoptera	Limacodidae	NA	NA	NA	Setothosea	Setothosea asigna	Malaysia	Pupa	Cordyceps sp.	Setothosea asigna	Species	Species
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Brassolis	NA	Brazil	NA	Cordyceps sp.	Brassolis	Genus	Genus
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	NA	NA	NA	NA	NA	NA	NA	NA	Kenya	NA	Cordyceps sp.	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	NA	NA	NA	NA	NA	NA	NA	NA	Malaysia	NA	Cordyceps sp.	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	NA	NA	NA	NA	NA	NA	NA	NA	Sri Lanka	NA	Cordyceps sp.	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	Cordyceps/Ophiocordyceps	Cordyceps/Ophiocordyceps sp.	NA	NA	NA	NA	NA	NA	NA	NA	UK	Larva	Cordyceps sp.	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Cordycipitaceae/Ophiocordycipitaceae	cf. Cordyceps/Ophiocordyceps	cf. Cordyceps/Ophiocordyceps sp.	NA	NA	NA	NA	NA	NA	NA	NA	UK	NA	cf. Cordyceps sp.	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps aphodii	NA	NA	NA	NA	NA	NA	NA	NA	Australia	NA	Cordyceps aphodii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps bicephala	Insecta	Hymenoptera	Formicidae	Dorylinae	NA	NA	Dorylus	NA	Tanzania	NA	Ophiocordyceps bicephala	Dorylus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps bicephala	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	NA	Tanzania	NA	Cordyceps bicephala	Camponotus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps blattae	Insecta	Blattodea	Ectobiidae	NA	NA	NA	Blattella	Blattella germanica	Sri Lanka	NA	Ophiocordyceps blattae	Blattella germanica	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps cantharelloides	Insecta	Coleoptera	Nitidulidae	NA	NA	NA	Colopterus	NA	Ecuador	Larva	Cordyceps cantharelloides	Colopterus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps curculionum	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Aenetus	Aenetus virescens	Ecuador	NA	Ophiocordyceps curculionum	Aenetus virescens	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps curculionum	NA	NA	NA	NA	NA	NA	NA	NA	"South America"	NA	Ophiocordyceps curculionum	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	Asilidae	NA	NA	NA	NA	NA	Guyana	NA	Cordyceps dipterigena	Asilidae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	Calyptratae	NA	NA	NA	NA	NA	Guyana	NA	Cordyceps dipterigena	Calyptratae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	Drosophilidae	NA	NA	NA	Drosophila	Drosophila melanogaster	Belize	NA	Cordyceps dipterigena	Drosophila melanogaster	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	Muscidae	NA	NA	NA	Dichaetomyia	NA	Indonesia	NA	Cordyceps dipterigena	Dichaetomyia	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	Muscidae	NA	NA	NA	NA	NA	Philippines	NA	Cordyceps dipterigena	Muscidae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	Sarcophagidae	NA	NA	NA	Sarcophaga	Sarcophaga bullata	Papua New Guinea	NA	Cordyceps dipterigena	Sarcophaga bullata	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	Tephritidae	NA	NA	NA	Anastrepha	Anastrepha ludens	Belize	NA	Cordyceps dipterigena	Anastrepha ludens	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Brunei	NA	Cordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Cameroon	NA	Ophiocordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	India	NA	Cordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Malaysia	NA	Cordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Sri Lanka	NA	Cordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Sri Lanka	NA	Ophiocordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Trinidad and Tobago	NA	Cordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Zambia	NA	Cordyceps dipterigena	Diptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	NA	NA	NA	NA	NA	NA	NA	NA	Dominica	NA	Cordyceps dipterigena	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	NA	NA	NA	NA	NA	NA	NA	NA	Guyana	NA	Cordyceps muscicola	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	NA	NA	NA	NA	NA	NA	NA	NA	Panama	NA	Cordyceps dipterigena	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps dipterigena	NA	NA	NA	NA	NA	NA	NA	NA	Uganda	NA	Cordyceps dipterigena	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps entomorrhiza	Insecta	Coleoptera	Carabidae	NA	NA	NA	Carabus	Carabus nemoralis	Sweden	Larva	Cordyceps entomorrhiza	Carabus nemoralis	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps entomorrhiza	Insecta	Coleoptera	Carabidae	NA	NA	NA	NA	NA	France	Larva	Cordyceps entomorrhiza	Carabidae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps entomorrhiza	NA	NA	NA	NA	NA	NA	NA	NA	Austria	NA	Cordyceps cinerea	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps entomorrhiza	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cordyceps entomorrhiza	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps entomorrhiza	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Torrubia cinerea	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps entomorrhiza/Paraisaria gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Torrubia cinerea/gracilis	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps gentilis	Insecta	Hymenoptera	Apidae	NA	NA	NA	Xylocopa	Xylocopa caerulea	Singapore	NA	Cordyceps gentilis	Xylocopa caerulea	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps gentilis	Insecta	Hymenoptera	Vespidae	NA	NA	NA	Vespula	Vespula vulgaris	Thailand	NA	Cordyceps gentilis	Vespula vulgaris	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps halabalaensis	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Dinomyrmex	Dinomyrmex gigas 	Singapore	NA	Ophiocordyceps halabalaensis	Dinomyrmex gigas 	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps huegelii/robertsii	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Aenetus	Aenetus virescens	New Zealand	NA	Cordyceps huegelii/robertsii	Aenetus virescens	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps humbertii	NA	NA	NA	NA	NA	NA	NA	NA	Fiji	NA	Ophiocordyceps humbertii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps humbertii	NA	NA	NA	NA	NA	NA	NA	NA	Guyana	NA	Ophiocordyceps humbertii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps humbertii	NA	NA	NA	NA	NA	NA	NA	NA	Madagascar	NA	Ophiocordyceps humbertii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps humbertii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cordyceps cf. humbertii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps lachnopoda	NA	NA	NA	NA	NA	NA	NA	NA	Indonesia	NA	Cordyceps lachnopoda	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps larvarum	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Aenetus	Aenetus virescens	New Zealand	Larva	Ophiocordyceps larvarum	Aenetus virescens	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps larvarum	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Aenetus	Aenetus virescens	New Zealand	NA	Cordyceps huegelii	Aenetus virescens	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps larvarum	NA	NA	NA	NA	NA	NA	NA	NA	USA	NA	Cordyceps huegelii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps lloydii	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	NA	Brazil	NA	Cordyceps lloydii	Camponotus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps lloydii	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	NA	Guyana	NA	Cordyceps lloydii	Camponotus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps lloydii	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	NA	Trinidad and Tobago	NA	Cordyceps lloydii	Camponotus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps lloydii	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Polyrhachis	NA	Philippines	NA	Cordyceps lloydii	Polyrhachis	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps lloydii	Insecta	Hymenoptera	Formicidae	NA	NA	NA	NA	NA	"South America"	NA	Cordyceps lloydii	Formicidae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps melolonthae	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	Melolontha	Melolontha melolontha	Sri Lanka	NA	Cordyceps melolonthae	Melolontha melolontha	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps melolonthae	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Mexico	NA	Cordyceps melolonthae	Coleoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps melolonthae	NA	NA	NA	NA	NA	NA	NA	NA	Colombia	NA	Cordyceps melolonthae	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps melolonthae	NA	NA	NA	NA	NA	NA	NA	NA	Suriname	NA	Cordyceps melolonthae	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps michiganensis	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	USA	Larva	Cordyceps michiganensis	Coleoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps michiganensis	NA	NA	NA	NA	NA	NA	NA	NA	USA	NA	Cordyceps michiganensis	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps myrmecophila	Insecta	Hymenoptera	Formicidae	NA	NA	NA	NA	NA	Uganda	NA	Cordyceps myrmecophila	Formicidae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps odonatae	Insecta	Odonata	NA	NA	NA	NA	NA	NA	Uganda	NA	Ophiocordyceps odonatae	NA NA	Infraorder	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps oxycephala	Insecta	Hymenoptera	Vespidae	NA	NA	NA	Vespula	Vespula vulgaris	Uganda	NA	Cordyceps oxycephala	Vespula vulgaris	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps oxycephala	NA	NA	NA	NA	NA	NA	NA	NA	Indonesia	NA	Cordyceps oxycephala	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps paltothyrei	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Odontomachus genus group	Paltothyreus	Paltothyreus tarsatus	Cameroon	NA	Ophiocordyceps paltothyrei	Paltothyreus tarsatus	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps pruinosa	Insecta	Hemiptera	Cicadellidae	NA	NA	NA	NA	NA	Sri Lanka	NA	Calonectria pruinosa	Cicadellidae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps pseudolloydii	Insecta	Hymenoptera	Formicidae	Dolichoderinae	Dolichoderini	NA	Dolichoderus	NA	Philippines	NA	Cordyceps pseudolloydii	Dolichoderus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps ravenelii	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	Phyllophaga	NA	NA	NA	Cordyceps ravenelii	Phyllophaga	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps ravenelii	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	Phyllophaga	Phyllophaga anxia	Canada	NA	Cordyceps ravenelii	Phyllophaga anxia	Species	Species
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps ravenelii	NA	NA	NA	NA	NA	NA	NA	NA	Colombia	NA	Cordyceps ravenelii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps ravenelii	NA	NA	NA	NA	NA	NA	NA	NA	NA	Larva	Cordyceps ravenelii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps ravenelii	NA	NA	NA	NA	NA	NA	NA	NA	Trinidad and Tobago	NA	Cordyceps ravenelii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps ravenelii	NA	NA	NA	NA	NA	NA	NA	NA	USA	NA	Cordyceps ravenelii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps robertsii	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Oxycanus	NA	Australia	Larva	Cordyceps robertsii	Oxycanus	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps robertsii	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	NA	Larva	Cordyceps robertsii	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps robertsii	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	New Zealand	Larva	Cordyceps robertsii	Lepidoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps robertsii	NA	NA	NA	NA	NA	NA	NA	NA	Australia	NA	Cordyceps robertsii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps robertsii	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	Cordyceps robertsii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps robertsii	NA	NA	NA	NA	NA	NA	NA	NA	New Zealand	NA	Cordyceps robertsii	NA	NA	NA
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps rubripunctata	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Tanzania	Larva	Cordyceps rubripunctata	Coleoptera	Order	Order
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps sinensis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Thitarodes/Parahepialus	NA	China	Larva	Ophiocordyceps sinensis	Thitarodes	Genus	Genus
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps sinensis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	NA	NA	China	Larva	Cordyceps sinensis	Hepialidae	Family	Family
Herbaria	1	KEW Gardens Collections	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps sinensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Pupa	Ophiocordyceps sinensis	Lepidoptera	Order	Order
