Source_Type	Validated	Source	Family_F	Genus_F	Species_F	Class_H	Order_H	Family_H	Subfamily_H	Tribe_H	Subtribe_H	Genus_H	Species_H	Location	Life_Stage_H	Reported_F	Reported_H	Level_Reported_H	Level_H
Journals & Books	1	Kobayasi & Shimizu (1983)	Cordycipitaceae	Cordyceps	Cordyceps nanatakiensis	Insecta	Coleoptera	Tenebrionidae	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps nanatakiensis	Tenebrionidae	Family	Family
Journals & Books	1	Shrestha et al. (2016)	Cordycipitaceae	Cordyceps	Cordyceps nikkoensis	Insecta	Lepidoptera	Erebidae	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps nikkoensis	Erebidae	Family	Family
Journals & Books	1	Zhang et al. (2004)	Cordycipitaceae	Cordyceps	Cordyceps novoguineensis	Insecta	Diptera	NA	NA	NA	NA	NA	NA	China	Larva	Cordyceps novoguineensis	Diptera	Order	Order
Journals & Books	1	Yakusiji & Kumuzawa (1931)	Cordycipitaceae	Cordyceps	Cordyceps obliqua	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Japan	Pupa	Cordyceps obliqua	Lepidoptera	Order	Order
Journals & Books	1	Kobayasi & Shimizu (1983)	Cordycipitaceae	Cordyceps	Cordyceps obliquiordinata	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps obliquiordinata	Scarabaeidae	Family	Family
Journals & Books	1	Kobayasi & Shimizu (1983)	Cordycipitaceae	Cordyceps	Cordyceps obliquiordinata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Japan	Pupa	Cordyceps obliquiordinata	Lepidoptera	Order	Order
Journals & Books	1	Sung et al (2005)	Cordycipitaceae	Cordyceps	Cordyceps ochraceostromata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	"Korea"	NA	Cordyceps ochraceostromata	Lepidoptera	Order	Order
Journals & Books	1	Saccardo (1891)	Cordycipitaceae	Cordyceps	Cordyceps odyneri	Insecta	Hymenoptera	Vespidae	NA	NA	NA	Odynerus	NA	"Europe"	Larva	Cordyceps odyneri	Odynerus	Genus	Genus
Journals & Books	1	Massee (1895); Cooke (1892)	Cordycipitaceae	Cordyceps	Cordyceps odyneri	Insecta	Hymenoptera	Vespidae	NA	NA	NA	Odynerus	NA	France	Larva	Cordyceps odyneri	Odynerus	Genus	Genus
Journals & Books	1	Rick, in Lloyd (1922)	Cordycipitaceae	Cordyceps	Cordyceps olivacea	Insecta	NA	NA	NA	NA	NA	NA	NA	Brazil	NA	Cordyceps olivacea	Insecta	Class	Class
Journals & Books	1	Kobayasi & Shimizu (1982) pt. 4	Cordycipitaceae	Cordyceps	Cordyceps ovoideoperitheciata	Insecta	Diptera	Tabanidae	NA	NA	NA	NA	NA	NA	Larva	Cordyceps ovoideoperitheciata	Tabanidae	Family	Family
Journals & Books	1	Kobayasi (1982)	Cordycipitaceae	Cordyceps	Cordyceps pallidiolivacea	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Japan	Pupa	Cordyceps pallidiolivacea	Lepidoptera	Order	Order
Journals & Books	1	Mains (1959)	Cordycipitaceae	Cordyceps	Cordyceps parvula	Insecta	Orthoptera	NA	NA	NA	NA	NA	NA	Venezuela	Adult	Cordyceps parvula	Orthroptera	Order	Order
Journals & Books	1	Li et al. (2002)	Cordycipitaceae	Cordyceps	Cordyceps phymatospora	Insecta	Hymenoptera	Ichneumonidae	NA	NA	NA	NA	NA	China	Adult	Cordyceps phymatospora	Ichneumonidae	Family	Family
Journals & Books	1	Li et al. (2002)	Cordycipitaceae	Cordyceps	Cordyceps phymatospora	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Adult	Cordyceps phymatospora 	NA	Order	Order
Journals & Books	1	Kobayasi (1981)	Cordycipitaceae	Cordyceps	Cordyceps pilifera	Insecta	Hymenoptera	Formicidae	NA	NA	NA	NA	NA	Colombia	Adult	Cordyceps pilifera	Formicidae	Family	Family
Journals & Books	1	Kobayasi (1941) pt 1	Cordycipitaceae	Cordyceps	Cordyceps polyarthra	Insecta	Lepidoptera	Bombycidae/Sphingidae	NA	NA	NA	NA	NA	Brazil	Larva or Pupa (this EF species occurs on both larvae and pupae; this does not necessarily consider the host ID of this record)	Cordyceps polyarthra	Bombycidae/Sphingidae	Family	Family
Journals & Books	1	Mains 1958	Cordycipitaceae	Cordyceps	Cordyceps polyarthra	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Brassolis	Brassolis isthmia	Panama	Larva	Cordyceps polyarthra	Brassolis isthmia	Species	Species
Journals & Books	1	Moller (1901)	Cordycipitaceae	Cordyceps	Cordyceps polyarthra	Insecta	Lepidoptera	Sphingidae	NA	NA	NA	NA	NA	Costa Rica	Larva or Pupa (this EF species occurs on both larvae and pupae; this does not necessarily consider the host ID of this record)	Cordyceps polyarthra	Sphingidae	Family	Family
Journals & Books	1	Requejo & Castro Cerceda (2017)	Cordycipitaceae	Cordyceps	Cordyceps polyarthra	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Spain/Portugal	Pupa	Cordyceps polyarthra	Lepidoptera	Order	Order
Journals & Books	1	Liang et al (1996)	Cordycipitaceae	Cordyceps	Cordyceps polycarpica	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	NA	Cordyceps polycarpica	Lepidoptera	Order	Order
Journals & Books	1	Petch (1932)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Hemiptera	Cicadellidae	NA	NA	NA	NA	NA	Sri Lanka	Adult	Cordyceps pruinosa	Cicadellidae	Family	Family
Journals & Books	1	Kepler et al. (2012)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	Limacodidae	NA	NA	NA	Iragoides	Iragoides fasciata	NA	NA	Cordyceps pruinosa	Iragoides fasciata	Species	Species
Journals & Books	1	Zha et al. (2019)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	Limacodidae	NA	NA	NA	Phocoderma	Phocoderma betis	China	Pupa	Cordyceps pruinosa	Phocoderma betis	Species	Species
Journals & Books	1	Petch (1924); Shrestha & Sung (2005); Adhikari (2008)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	Limacodidae	NA	NA	NA	NA	NA	Nepal	Pupa	Cordyceps pruinosa	Limacodidae	Family	Family
Journals & Books	1	Sung (1996)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	"Korea"	Pupa	Cordyceps pruinosa	Lepidoptera	Order	Order
Journals & Books	1	Kobayasi (1941)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Japan	Pupa	Cordyceps pruinosa	Lepidoptera	Order	Order
Journals & Books	1	Guzman et al. (2001)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Mexico	Pupa	Cordyceps pruinosa	Lepidoptera	Order	Order
Journals & Books	1	Moureau (1961)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Republic of the Congo	Pupa	Cordyceps pruinosa	Lepidoptera	Order	Order
Journals & Books	1	Koval (1974)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Russia	Pupa	Cordyceps pruinosa	Lepidoptera	Order	Order
Journals & Books	1	Petch (1929)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Sri Lanka	Larva	Cordyceps pruinosa	Lepidoptera	Order	Order
Journals & Books	1	Petch (1929)	Cordycipitaceae	Cordyceps	Cordyceps pruinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Sri Lanka	Pupa	Cordyceps pruinosa	Lepidoptera	Order	Order
Journals & Books	1	Koval (1991)	Cordycipitaceae	Cordyceps	Cordyceps pseudoinsignis	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	Melolontha	NA	Russia	Larva	Cordyceps pseudoinsignis	Melolontha	Genus	Genus
Journals & Books	1	Moreau (1949)	Cordycipitaceae	Cordyceps	Cordyceps pseudoinsignis	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	Republic of the Congo	Adult	Cordyceps pseudoinsignis	Melolonthinae	Subfamily	Family
Journals & Books	1	Mains (1940)	Cordycipitaceae	Cordyceps	Cordyceps puiggari	Insecta	Coleoptera	Tenebrionidae	NA	NA	NA	NA	NA	NA	Adult	Cordyceps puiggari	Alleculinae	Subfamily	Family
Journals & Books	1	Mains (1948)	Cordycipitaceae	Cordyceps	Cordyceps puiggari	Insecta	Hymenoptera	Eumenidae	NA	NA	NA	Polybia	Polybia fasciata	Brazil	Adult	Cordyceps puiggarii	Polybia fasciata	Species	Species
Journals & Books	1	Zha et al. (2019)	Cordycipitaceae	Cordyceps	Cordyceps qingchengensis	Insecta	Lepidoptera	Bombycidae	NA	NA	NA	NA	NA	China	Pupa	Cordyceps qingchengensis	Bombycidae	Family	Family
Journals & Books	1	Kobayasi (1982)	Cordycipitaceae	Cordyceps	Cordyceps ramosostipitata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Japan	Pupa	Cordyceps ramosostipitata	Lepidoptera	Order	Order
Journals & Books	1	Pacioni (1978)	Cordycipitaceae	Cordyceps	Cordyceps riverae	Insecta	Lepidoptera	Geometridae	NA	NA	NA	Triphosa	Triphosa dubitata	Belgium	Adult	Cordyceps riverae	Triphosa dubitata	Species	Species
Journals & Books	1	Matočec & Ozimec (2001)	Cordycipitaceae	Cordyceps	Cordyceps riverae	Insecta	Lepidoptera	Geometridae	NA	NA	NA	Triphosa	Triphosa dubitata	Croatia	Adult	Cordyceps riverae	Triphosa dubitata	Species	Species
Journals & Books	1	Pacioni (1978)	Cordycipitaceae	Cordyceps	Cordyceps riverae	Insecta	Lepidoptera	Geometridae	NA	NA	NA	Triphosa	Triphosa dubitata	Italy	Adult	Cordyceps riverae	Triphosa dubitata	Species	Species
Journals & Books	1	Matočec & Ozimec (2001)	Cordycipitaceae	Cordyceps	Cordyceps riverae	Insecta	Lepidoptera	Geometridae	NA	NA	NA	Triphosa	Triphosa sabaudiata	Croatia	Adult	Cordyceps riverae	Triphosa sabaudiata	Species	Species
Journals & Books	1	Kobayasi (1982); Kobayasi & Shimizu (1980)	Cordycipitaceae	Cordyceps	Cordyceps rosea	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	NA	Larva	Cordyceps rosea	Lepidoptera	Order	Order
Journals & Books	1	Nguyễn et al. (2020)	Cordycipitaceae	Cordyceps	Cordyceps rosea	Insecta	NA	NA	NA	NA	NA	NA	NA	cf. Vietnam	NA	Cordyceps rosea	Pterygota	Subclass	Class
Journals & Books	1	Kobayasi & Shimizu (1983)	Cordycipitaceae	Cordyceps	Cordyceps roseostromata	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps roseostromata	Coleoptera	Order	Order
Journals & Books	1	Wang et al. (2008)	Cordycipitaceae	Cordyceps	Cordyceps roseostromata	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	South Korea	Larva	Cordyceps roseostromata	Coleoptera	Order	Order
Journals & Books	1	Jang & Hong (1986)	Cordycipitaceae	Cordyceps	Cordyceps roseostromata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Larva	Cordyceps roseostromata	Lepidoptera	Order	Order
Journals & Books	1	Sung et al. (1995)	Cordycipitaceae	Cordyceps	Cordyceps roseostromata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	South Korea	Pupa	Cordyceps roseostromata	Lepidoptera	Order	Order
Journals & Books	1	Kobayasi & Shimizu, Bull. natn. Sci. Mus., Tokyo, B 8(4): 111 (1982)	Cordycipitaceae	Cordyceps	Cordyceps rubiginosistipitata 	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps rubiginosistipitata 	Tenebrionoidea/Elateroidea	Superfamily	Order
Journals & Books	1	Kobayasi (1983)	Cordycipitaceae	Cordyceps	Cordyceps rubrostromata	Insecta	NA	NA	NA	NA	NA	NA	NA	Japan	NA	Cordyceps rubrostromata	Pterygota	Subclass	Class
Journals & Books	1	Kobayasi & Shimizu (1983); Berkeley & Broome (1873); Freire (2015)	Cordycipitaceae	Cordyceps	Cordyceps sakishimensis	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Japan	Adult	Cordyceps sakishimensis	Diptera	Order	Order
Journals & Books	1	Perez-Villamares et al. (2017)	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	Cotinis	Cotinis mutabilis	Mexico	Adult	Cordyceps scarabaeicola	Cotinis mutabilis	Species	Species
Journals & Books	1	Kobayasi Shimizu (1976)	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	"Korea"	Adult	Cordyceps scarabaeicola	Scarabaeidae	Family	Family
Journals & Books	1	Kobayasi & Shimizu (1976)	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	"New Guinea"	Adult	Cordyceps scarabaeicola	Scarabaeidae	Family	Family
Journals & Books	1	Wang et al. (2022): Primary literature unclear.	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	China	NA	Cordyceps scarabaeicola	Scarabaeidae	Family	Family
Journals & Books	1	Kobayasi & Shimizu (1976), (1978)	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	NA	Larva	Cordyceps scarabaeicola	Scarabaeidae	Family	Family
Journals & Books	1	Sung et al. (1995)	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	North Korea	Larva	Cordyceps scarabaeicola	Scarabaeidae	Family	Family
Journals & Books	1	Shrestha et al. (2013): Primary literature unclear.	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	NA	NA	NA	NA	NA	NA	NA	NA	"Korea"	NA	Cordyceps scarabaeicola	NA	NA	NA
Journals & Books	1	Shrestha et al. (2013): Primary literature unclear.	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	NA	NA	NA	NA	NA	NA	NA	NA	Japan	NA	Cordyceps scarabaeicola	NA	NA	NA
Journals & Books	1	Shrestha et al. (2013): Primary literature unclear.	Cordycipitaceae	Cordyceps	Cordyceps scarabaeicola	NA	NA	NA	NA	NA	NA	NA	NA	Taiwan (China)	NA	Cordyceps scarabaeicola	NA	NA	NA
Journals & Books	1	Kobayasi (1981)	Cordycipitaceae	Cordyceps	Cordyceps shimaensis	Insecta	NA	NA	NA	NA	NA	NA	NA	Japan	NA	Cordyceps shimaensis	Pterygota	Subclass	Class
Journals & Books	1	Dong et al. (2022)	Cordycipitaceae	Cordyceps	Cordyceps simaoensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Pupa	Cordyceps simaoensis	Lepidoptera	Order	Order
Journals & Books	1	Torres et al. (2005)	Cordycipitaceae	Cordyceps	Cordyceps spegazzinii	Insecta	Diptera	NA	NA	NA	NA	NA	NA	NA	Egg	Cordyceps spegazzinii	Diptera	Order	Order
Journals & Books	1	Kobayasi & Simizu (1976)	Cordycipitaceae	Cordyceps	Cordyceps sphaerocapitata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Japan	Nymph	Cordyceps sphaerocapitata	Lepidoptera	Order	Order
Journals & Books	1	Shin et al. (2011)	Cordycipitaceae	Cordyceps	Cordyceps staphylinidicola	Insecta	Coleoptera	Cerambycidae	NA	NA	NA	NA	NA	"Korea"	Larva	Cordyceps staphylinidicola	Cerambycidae	Family	Family
Journals & Books	1	Sanjuan et al. (2014)	Cordycipitaceae	Cordyceps	Cordyceps staphylinidicola	Insecta	Coleoptera	Staphylinidae	NA	NA	NA	NA	NA	"Korea"	Larva	Cordyceps staphylinidicola	Staphylinidae	Family	Family
Journals & Books	1	Sung et al. (2007)	Cordycipitaceae	Cordyceps	Cordyceps staphylinidicola	Insecta	Coleoptera	Staphylinidae	NA	NA	NA	NA	NA	"Korea"	Pupa	Cordyceps staphylinidicola	Staphylinidae	Family	Family
Journals & Books	1	Kobayasi & Shimizu (1982)	Cordycipitaceae	Cordyceps	Cordyceps staphylinidicola	Insecta	Coleoptera	Staphylinidae	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps staphylinidaecola	Coccidae	Family	Family
Journals & Books	1	Shin et al. (2011)	Cordycipitaceae	Cordyceps	Cordyceps staphylinidicola	Insecta	Hemiptera	Coccidae	NA	NA	NA	NA	NA	"Korea"	Adult	Cordyceps staphylinidicola	Coccidae	Family	Family
Journals & Books	1	Shin et al. (2011)	Cordycipitaceae	Cordyceps	Cordyceps staphylinidicola	Insecta	Hemiptera	Pentatomidae	NA	NA	NA	NA	NA	"Korea"	Adult	Cordyceps staphylinidicola	Pentatomidae	Family	Family
Journals & Books	1	P. Syd. (1922)	Cordycipitaceae	Cordyceps	Cordyceps stiphrodes	Insecta	Orthoptera	NA	NA	NA	NA	NA	NA	Papua New Guinea	NA	Cordyceps stiphrodes	Acridomorpha	Infraorder	Order
Journals & Books	1	Hennings (1896)	Cordycipitaceae	Cordyceps	Cordyceps submilitaris	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	NA	Larva	Cordyceps submilitaris	Lepidoptera	Order	Order
Journals & Books	1	Dong et al. (2022)	Cordycipitaceae	Cordyceps	Cordyceps subtenuipes	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Pupa	Cordyceps subtenuipes	Lepidoptera	Order	Order
Journals & Books	1	Kobayasi (1982); Kobayasi & Shimizu (1983)	Cordycipitaceae	Cordyceps	Cordyceps sulfurea	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps sulfurea	Lepidoptera	Order	Order
Journals & Books	1	Liang et al (2002)	Cordycipitaceae	Cordyceps	Cordyceps suoluoensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Larva	Cordyceps suoluoensis	Lepidoptera	Order	Order
Journals & Books	1	Shrestha et al 2017	Cordycipitaceae	Cordyceps	Cordyceps taishanensis	Insecta	Lepidoptera	Noctuidae	NA	NA	NA	NA	NA	China	Larva	Cordyceps taishanensis	Noctuidae	Family	Family
Journals & Books	1	Liu (1984)	Cordycipitaceae	Cordyceps	Cordyceps taishanensis	Insecta	Lepidoptera	Sphingidae	NA	NA	NA	Clanis	Clanis bilineata	China	Larva	Cordyceps taishanensis	Clanis bilineata	Species	Species
Journals & Books	1	Henn (1904)	Cordycipitaceae	Cordyceps	Cordyceps taishanensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Peru	NA	Cordyceps tarapotensis	Lepidoptera	Order	Order
Journals & Books	1	Castillo et al (2018): Alejandro Osorio pers obs	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Biblis	Biblis hyperia	Colombia	Pupa	Cordyceps tenuipes	Biblis hyperia	Species	Species
Journals & Books	1	Castillo et al (2018)	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Colobura	Colobura dirce	Colombia	Pupa	Cordyceps tenuipes	Colubra dirce	Species	Species
Journals & Books	1	Castillo et al (2018): Alejandro Osorio pers obs	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Daus	Daus plexippus	Colombia	Pupa	Cordyceps tenuipes	Danaus plexippus	Species	Species
Journals & Books	1	Castillo et al (2018)	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Hamadryas	Hamadryas amphinome	Colombia	Pupa	Cordyceps tenuipes	Hamadryas amphinome	Species	Species
Journals & Books	1	Castillo et al (2018)	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Heliconius	NA	Colombia	Pupa	Cordyceps tenuipes	Heliconius	Genus	Genus
Journals & Books	1	Castillo et al (2018): Alejandro Osorio pers obs	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Siproeta	Siproeta epaphus	Colombia	Pupa	Cordyceps tenuipes	Siproeta epaphus	Species	Species
Journals & Books	1	Sanjuan et al. (2015)	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Nymphalidae	NA	NA	NA	Tithorea	Tithorea tarricina	Colombia	Pupa	Cordyceps tenuipes	Tithorea tarricina	Species	Species
Journals & Books	1	Castillo et al (2018)	Cordycipitaceae	Cordyceps	Cordyceps tenuipes	Insecta	Lepidoptera	Papilionidae	NA	NA	NA	Papilio	Papilio anchisiades	Colombia	Pupa	Cordyceps tenuipes	Papilio anchisiades	Species	Species
Journals & Books	1	Kobayasi & Shimizu (1978)	Cordycipitaceae	Cordyceps	Cordyceps termitophila	Insecta	Blattodea	Termitidae	NA	NA	NA	NA	NA	Japan	Adult	Cordyceps termitophila	Termitidae	Family	Family
Journals & Books	1	Kobayasi & Shimizu (1978)	Cordycipitaceae	Cordyceps	Cordyceps termitophila	Insecta	Blattodea	Termitidae	NA	NA	NA	NA	NA	Taiwan (China)	Adult	Cordyceps termitophila	Termitidae	Family	Family
Journals & Books	1	Mains (1959)	Cordycipitaceae	Cordyceps	Cordyceps trinidadensis	Insecta	Orthoptera	NA	NA	NA	NA	NA	NA	Trinidad and Tobago	NA	Cordyceps trinidadensis	Orthoptera	Order	Order
Journals & Books	1	Moureau (1949)	Cordycipitaceae	Cordyceps	Cordyceps truncata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Republic of the Congo	Larva	Cordyceps truncata	Lepidoptera	Order	Order
Journals & Books	1	Moureau (1949)	Cordycipitaceae	Cordyceps	Cordyceps uleana	Insecta	Mantodea	NA	NA	NA	NA	NA	NA	Republic of the Congo	Egg	Cordyceps uleana	Mantodea	Order	Order
Journals & Books	1	Hennings (1904)	Cordycipitaceae	Cordyceps	Cordyceps uleana	Insecta	Orthoptera	Acrididae	NA	NA	NA	NA	NA	Peru	Adult	Cordyceps uleana	Oedipodinae	Subfamily	Family
Journals & Books	1	Henning (1904)	Cordycipitaceae	Cordyceps	Cordyceps uleana	Insecta	Orthoptera	Locustidae	NA	NA	NA	NA	NA	Peru	Adult	Cordyceps uleana	Locustidae	Family	Family
Journals & Books	1	Petch (1933)	Cordycipitaceae	Cordyceps	Cordyceps uleana	Insecta	Phasmida	NA	NA	NA	NA	NA	NA	Madagascar	Adult	Cordyceps uleana	Phasmatodea	Order	Order
Journals & Books	1	Petch (1933)	Cordycipitaceae	Cordyceps	Cordyceps uleana s.l.	Insecta	Phasmida	NA	NA	NA	NA	NA	NA	Madagascar	NA	Cordyceps uleana s.l.	Phasmatodea	Order	Order
Journals & Books	1	Wang et al. (2019)	Cordycipitaceae	Cordyceps	Cordyceps variegata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	NA	Cordyceps variegata	Lepidoptera	Order	Order
Journals & Books	1	Moureau (1949)	Cordycipitaceae	Cordyceps	Cordyceps variegata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Republic of the Congo	Larva	Cordyceps variegata	Lepidoptera	Order	Order
Journals & Books	1	Massee (1895)	Cordycipitaceae	Cordyceps	Cordyceps velutipes	Insecta	Coleoptera	Elateridae	NA	NA	NA	NA	NA	Republic of the Congo	Larva	Cordyceps velutipes	Elateridae	Family	Family
Journals & Books	1	Moureau (1949)	Cordycipitaceae	Cordyceps	Cordyceps velutipes	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	Melolontha	NA	Republic of the Congo	Larva	Cordyceps velutipes	Melolontha	Genus	Genus
Journals & Books	1	Mains (1947)	Cordycipitaceae	Cordyceps	Cordyceps venezuelensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Venezuela	Larva	Cordyceps venezuelensis	Lepidoptera	Order	Order
Journals & Books	1	Moureau (1961)	Cordycipitaceae	Cordyceps	Cordyceps vinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Republic of the Congo	Larva	Cordyceps vinosa	Lepidoptera	Order	Order
Journals & Books	1	Moureau (1961)	Cordycipitaceae	Cordyceps	Cordyceps vinosa	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Republic of the Congo	Pupa	Cordyceps vinosa	Lepidoptera	Order	Order
Journals & Books	1	Mains (1947)	Cordycipitaceae	Cordyceps	Cordyceps washingtonensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	USA	Larva	Cordyceps washingtonensis	Lepidoptera	Order	Order
Journals & Books	1	Mains (1947)	Cordycipitaceae	Cordyceps	Cordyceps washingtonensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	USA	Larva or Pupa	Cordyceps washingtonensis	Lepidoptera	Order	Order
Journals & Books	1	Li et al. (2020)	Cordycipitaceae	Cordyceps	Cordyceps yinjiangensis	Insecta	Hymenoptera	Formicidae	Ponerinae	NA	NA	NA	NA	China	Adult	Cordyceps yinjiangensis	Formicidae	Subfamily	Subfamily
Journals & Books	1	Dong et al. (2022)	Cordycipitaceae	Cordyceps	Cordyceps yinjiangensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Larva	Cordyceps yinjiangensis	Lepidoptera	Order	Order
Journals & Books	1	Perju & Ghizdavu (1977)	Cordycipitaceae	Cordyceps	Cordyceps/Beauveria bassiana	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Triodia	Triodia sylvina	NA	Larva	Cordyceps/Beauveria bassiana	Triodia sylvina	Species	Species
Journals & Books	1	Steinhaus & Marsh (1962); Helson (1962)	Cordycipitaceae	Cordyceps	Cordyceps/Beauveria bassiana	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Wisea	NA	New Zealand	Larva	Cordyceps/Beauveria bassiana	Wiseana	Genus	Genus
Journals & Books	1	Liang et al (2003)	Cordycipitaceae	Cordyceps	Cordyceps rostrata	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Larva	Cordyceps rostrata	Lepidoptera	Order	Order
Journals & Books	1	Yakusiji & Kumuzawa (1941)	Cordycipitaceae	Cordyceps/Isaria	Cordyceps/Isaria tenuipes	Insecta	Lepidoptera	Noctuidae	NA	NA	NA	NA	NA	Japan	Pupa	Paecilomyces/Isaria tenuipes	Noctuidae	Family	Family
Journals & Books	1	Wang et al. (2022)	Cordycipitaceae	Samsoniella	Samsoniella pseudotortricidae	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	Pupa	Samsoniella pseudotortricidae	Lepidoptera	Order	Order
Journals & Books	1	Petch (1944)	Cordycipitaceae	Torrubiella	Torrubiella albotomentosa	Insecta	Diptera	NA	NA	NA	NA	NA	NA	UK	NA	Torrubiella albotomentosa	Diptera	Order	Order
Journals & Books	1	Petch (1942)	Cordycipitaceae	Torrubiella	Torrubiella blattae	Insecta	Orthoptera	NA	NA	NA	NA	NA	NA	Mauritius	NA	Torrubiella blattae	Orthoptera	Order	Order
